id_associado;nome;sobrenome;idade;email;sit_associado;sit_inadimplente;data_primeira_compra;data_ultima_compra;qt_meses_compras;data_encerramento_conta;dia_ult_compra;mes_ult_compra;vlr_total_compras;qtd_compras;vlr_medio_compras;qtd_dias_atraso_pgto
1427;Luiz;Henrique;74;luiz.henrique@hotmail.com;Sim;Não;2021-05-20;2022-11-23;18;"";29;0;35579,55;122;291,64;0
1428;Camila;Porto;46;camila.porto@hotmail.com;Sim;Não;2019-10-09;2022-01-11;27;"";345;11;46468,35;160;290,43;0
1429;Letícia;Porto;49;letícia.porto@hotmail.com;Sim;Não;2019-03-18;2022-01-05;34;"";351;11;67109,34;230;291,78;0
1430;Luiza;Cruz;73;luiza.cruz@uol.com.br;Sim;Não;2020-09-13;2022-10-23;25;"";60;2;55768,15;176;316,86;0
1431;Fernando;Santos;30;fernando.santos@yahoo.com.br;Sim;Não;2019-10-30;2022-12-13;38;"";9;0;69551,15;248;280,45;0
1432;Igor;Martins;68;igor.martins@terra.com.br;Sim;Não;2018-02-16;2022-12-14;58;"";8;0;104524,08;371;281,74;0
1433;Lorena;Freitas;70;lorena.freitas@hotmail.com;Sim;Não;2021-04-29;2022-12-20;20;"";2;0;26986,82;93;290,18;0
1434;Juliana;Gomes;57;juliana.gomes@uol.com.br;Não;Não;2021-02-16;2022-05-07;14;2022-11-05;182;6;28197,55;100;281,98;0
1435;Daniel;Souza;33;daniel.souza@yahoo.com.br;Sim;Não;2021-12-08;2022-12-19;12;"";3;0;15009,27;60;250,15;0
1436;Antônio;Rosa;43;antônio.rosa@terra.com.br;Sim;Não;2018-10-04;2022-12-22;51;"";0;0;95861,83;337;284,46;0
1438;Rafael;Barbosa;19;rafael.barbosa@uol.com.br;Sim;Sim;2020-10-03;2022-11-29;26;"";23;0;3851,66;76;50,68;53
1439;Raquel;Sales;60;raquel.sales@yahoo.com.br;Sim;Não;2022-10-30;2022-12-19;1;"";3;0;4914,34;17;289,08;0
1440;Samuel;Oliveira;20;samuel.oliveira@gmail.com;Sim;Sim;2021-12-05;2022-12-15;12;"";7;0;10791,63;62;174,06;66
1441;Bruna;Barros;75;bruna.barros@hotmail.com;Sim;Não;2021-06-08;2022-12-21;18;"";1;0;35240,10;121;291,24;0
1442;Marcos;Vinicius;45;marcos.vinicius@terra.com.br;Sim;Não;2019-12-16;2022-08-25;32;"";119;3;55997,13;208;269,22;0
1443;Nicole;Paz;33;nicole.paz@terra.com.br;Sim;Não;2021-03-30;2022-06-29;15;"";176;5;28217,97;87;324,34;0
1444;Maria;Sophia;22;maria.sophia@terra.com.br;Sim;Não;2018-11-19;2022-11-26;48;"";26;0;37323,16;229;162,98;0
1445;Luiz;Henrique;18;luiz.henrique@hotmail.com;Sim;Não;2022-11-24;2022-12-18;0;"";4;0;124,11;4;31,03;0
1446;Stephany;Aragão;52;stephany.aragão@gmail.com;Sim;Não;2018-03-02;2022-02-23;48;"";302;10;84358,37;282;299,14;0
1447;Ana;Mota;47;ana.mota@yahoo.com.br;Sim;Não;2020-10-04;2022-12-21;26;"";1;0;51746,25;193;268,12;0
1448;Kevin;Luz;22;kevin.luz@yahoo.com.br;Sim;Sim;2020-08-04;2022-12-16;28;"";6;0;19866,37;127;156,43;72
1449;Evelyn;Moura;56;evelyn.moura@uol.com.br;Sim;Não;2021-06-01;2022-06-12;12;"";193;6;22889,31;81;282,58;0
1450;Lorenzo;Teixeira;27;lorenzo.teixeira@terra.com.br;Sim;Não;2018-05-18;2022-12-22;55;"";0;0;43146,31;263;164,05;0
1451;Ana;Luiza;30;ana.luiza@uol.com.br;Sim;Não;2020-01-13;2022-12-22;35;"";0;0;56449,65;198;285,10;0
1452;Lucas;Ribeiro;69;lucas.ribeiro@uol.com.br;Sim;Não;2022-06-15;2022-12-19;6;"";3;0;14202,64;42;338,16;0
1453;Sofia;Novaes;62;sofia.novaes@terra.com.br;Sim;Não;2022-06-25;2022-12-20;5;"";2;0;8411,15;31;271,33;0
1454;Theo;Costa;40;theo.costa@yahoo.com.br;Sim;Não;2022-01-11;2022-11-22;10;"";30;1;16721,65;56;298,60;0
1455;Emilly;Vieira;38;emilly.vieira@yahoo.com.br;Sim;Não;2020-02-26;2022-12-15;34;"";7;0;55794,26;199;280,37;0
1456;Isis;Rodrigues;65;isis.rodrigues@gmail.com;Sim;Não;2019-06-29;2022-12-22;42;"";0;0;79119,56;267;296,33;0
1457;Nicolas;Rocha;49;nicolas.rocha@gmail.com;Sim;Não;2020-03-03;2022-12-18;34;"";4;0;62982,61;215;292,94;0
1458;Valentina;Peixoto;35;valentina.peixoto@terra.com.br;Sim;Não;2018-07-22;2022-12-18;53;"";4;0;93930,92;327;287,25;0
1459;Murilo;Fogaça;32;murilo.fogaça@gmail.com;Sim;Não;2021-03-24;2022-12-18;21;"";4;0;41067,57;129;318,35;0
1460;Ryan;Azevedo;53;ryan.azevedo@gmail.com;Sim;Não;2021-04-26;2022-12-21;20;"";1;0;38201,07;127;300,80;0
1461;Pedro;Fogaça;42;pedro.fogaça@gmail.com;Sim;Não;2021-03-13;2022-12-22;21;"";0;0;44608,79;152;293,48;0
1463;Heloísa;Viana;57;heloísa.viana@yahoo.com.br;Sim;Não;2021-06-07;2022-12-16;18;"";6;0;32354,43;114;283,81;0
1464;Srta.;Sarah;38;srta..sarah@gmail.com;Sim;Não;2019-07-22;2022-01-21;30;"";335;11;56369,26;198;284,69;0
1465;Davi;Lucca;36;davi.lucca@yahoo.com.br;Sim;Não;2021-02-07;2021-12-08;10;"";379;12;13968,31;52;268,62;0
1466;Miguel;Cruz;33;miguel.cruz@yahoo.com.br;Sim;Não;2020-05-25;2022-12-22;31;"";0;0;61640,34;208;296,35;0
1467;Carolina;Rocha;25;carolina.rocha@hotmail.com;Sim;Não;2020-04-01;2022-12-09;32;"";13;0;26300,34;158;166,46;0
1468;Miguel;Viana;30;miguel.viana@terra.com.br;Sim;Não;2021-02-02;2022-12-05;22;"";17;0;37921,50;124;305,82;0
1469;Nicolas;Cardoso;21;nicolas.cardoso@uol.com.br;Sim;Não;2018-02-08;2022-12-09;58;"";13;0;51470,80;294;175,07;0
1470;Nathan;Oliveira;41;nathan.oliveira@yahoo.com.br;Sim;Não;2020-02-04;2022-11-06;33;"";46;1;61408,64;213;288,30;0
1471;Bianca;Lima;20;bianca.lima@gmail.com;Não;Sim;2020-01-17;2022-01-04;23;2022-09-29;268;8;21345,73;118;180,90;52
1472;Rodrigo;Porto;61;rodrigo.porto@yahoo.com.br;Sim;Não;2021-06-25;2022-12-20;18;"";2;0;30881,32;108;285,94;0
1474;Luiz;Miguel;40;luiz.miguel@uol.com.br;Sim;Não;2018-04-26;2022-12-22;56;"";0;0;99859,90;353;282,89;0
1475;Emilly;Novaes;43;emilly.novaes@hotmail.com;Sim;Não;2022-04-06;2022-11-29;7;"";23;0;14011,81;45;311,37;0
1476;Theo;Dias;18;theo.dias@terra.com.br;Sim;Não;2021-11-21;2022-12-10;12;"";12;0;2073,62;44;47,13;0
1477;Ana;Luiza;31;ana.luiza@yahoo.com.br;Sim;Não;2018-06-22;2021-10-21;40;"";427;14;76797,14;263;292,00;0
1478;Matheus;Pires;64;matheus.pires@terra.com.br;Sim;Não;2020-01-23;2022-12-19;35;"";3;0;62264,83;240;259,44;0
1479;Luiz;Fernando;21;luiz.fernando@hotmail.com;Sim;Sim;2019-06-22;2022-12-19;42;"";3;0;37069,74;229;161,88;83
1480;Ana;Beatriz;32;ana.beatriz@gmail.com;Sim;Não;2021-10-19;2022-12-21;14;"";1;0;26533,52;97;273,54;0
1481;Luigi;Teixeira;57;luigi.teixeira@yahoo.com.br;Sim;Não;2020-05-12;2022-06-27;25;"";178;5;42224,01;154;274,18;0
1482;Cecília;Cunha;71;cecília.cunha@terra.com.br;Sim;Não;2021-06-19;2022-12-20;18;"";2;0;37971,07;124;306,22;0
1483;Lívia;Gonçalves;57;lívia.gonçalves@hotmail.com;Sim;Não;2021-04-13;2022-12-22;20;"";0;0;31361,12;114;275,10;0
1484;Renan;Fernandes;59;renan.fernandes@uol.com.br;Sim;Não;2019-12-03;2022-12-21;37;"";1;0;68242,61;237;287,94;0
1485;Arthur;Mata;61;arthur.mata@hotmail.com;Sim;Não;2020-07-07;2021-12-16;17;"";371;12;38307,96;133;288,03;0
1486;Francisco;Cavalcanti;26;francisco.cavalcanti@terra.com.br;Sim;Não;2018-06-16;2022-02-03;44;"";322;10;38435,95;233;164,96;0
1487;Brenda;Ramos;37;brenda.ramos@terra.com.br;Sim;Não;2021-04-26;2022-12-19;20;"";3;0;31085,09;105;296,05;0
1488;Bryan;Rezende;40;bryan.rezende@terra.com.br;Sim;Não;2022-08-20;2022-12-09;3;"";13;0;7864,18;25;314,57;0
1489;Nicolas;Ribeiro;73;nicolas.ribeiro@uol.com.br;Sim;Não;2018-12-18;2022-12-06;48;"";16;0;70215,71;245;286,59;0
1490;Vinicius;Mata;52;vinicius.mata@gmail.com;Sim;Não;2019-07-09;2022-12-18;41;"";4;0;75165,88;261;287,99;0
1491;Maria;Fernanda;63;maria.fernanda@uol.com.br;Sim;Não;2020-12-24;2022-12-21;24;"";1;0;52225,78;162;322,38;0
1492;Lucas;Gabriel;32;lucas.gabriel@hotmail.com;Sim;Não;2022-02-06;2022-12-17;10;"";5;0;19029,80;72;264,30;0
1493;Esther;Rocha;24;esther.rocha@hotmail.com;Sim;Sim;2019-07-08;2022-12-21;42;"";1;0;35437,53;208;170,37;34
1494;Brenda;Azevedo;71;brenda.azevedo@hotmail.com;Sim;Não;2019-05-28;2022-12-21;43;"";1;0;71650,79;254;282,09;0
1495;Vitor;Costa;30;vitor.costa@hotmail.com;Sim;Não;2018-09-07;2022-12-15;52;"";7;0;94428,64;332;284,42;0
1496;Stephany;Castro;51;stephany.castro@terra.com.br;Sim;Não;2022-07-28;2022-12-18;4;"";4;0;9175,85;32;286,75;0
1497;Clarice;Rodrigues;58;clarice.rodrigues@yahoo.com.br;Sim;Não;2021-09-25;2022-03-12;5;"";285;9;11750,87;40;293,77;0
1498;Rodrigo;Rocha;59;rodrigo.rocha@gmail.com;Sim;Não;2020-11-13;2022-12-22;25;"";0;0;42058,72;150;280,39;0
1499;Davi;Lucas;55;davi.lucas@yahoo.com.br;Sim;Não;2020-09-21;2022-12-14;27;"";8;0;50565,78;174;290,61;0
1500;Bianca;Vieira;24;bianca.vieira@gmail.com;Sim;Sim;2021-10-07;2022-12-20;14;"";2;0;13749,80;85;161,76;39
1501;Bruna;Alves;50;bruna.alves@gmail.com;Sim;Não;2022-12-04;2022-12-15;0;"";7;0;1018,45;4;254,61;0
1502;Ana;Lívia;29;ana.lívia@terra.com.br;Sim;Não;2022-09-07;2022-12-22;3;"";0;0;1764,00;11;160,36;0
1503;Luiz;Henrique;27;luiz.henrique@yahoo.com.br;Não;Não;2020-04-03;2022-02-14;22;2022-11-05;264;8;13804,19;98;140,86;0
1504;Brenda;Lima;60;brenda.lima@hotmail.com;Sim;Não;2021-12-05;2022-12-22;12;"";0;0;18374,82;69;266,30;0
1505;Antônio;Costa;38;antônio.costa@gmail.com;Sim;Não;2022-12-21;2022-12-21;0;"";1;0;109,17;1;109,17;0
1506;Stephany;Araújo;47;stephany.araújo@hotmail.com;Não;Não;2019-07-19;2021-12-13;29;2022-11-16;338;11;56626,15;198;285,99;0
1507;Giovanna;Rodrigues;73;giovanna.rodrigues@uol.com.br;Sim;Não;2020-10-27;2022-12-18;26;"";4;0;51280,45;175;293,03;0
1508;Srta.;Rafaela;26;srta..rafaela@hotmail.com;Sim;Não;2018-06-04;2022-12-20;55;"";2;0;49711,92;297;167,38;0
1509;Luiz;Henrique;64;luiz.henrique@hotmail.com;Sim;Não;2021-07-19;2022-12-14;17;"";8;0;37756,31;129;292,68;0
1510;Stephany;Cardoso;32;stephany.cardoso@hotmail.com;Sim;Não;2022-04-21;2022-12-18;8;"";4;0;14382,39;50;287,65;0
1511;Nina;Cardoso;31;nina.cardoso@terra.com.br;Sim;Não;2022-02-22;2022-12-03;9;"";19;0;14420,67;50;288,41;0
1512;Levi;Duarte;71;levi.duarte@terra.com.br;Sim;Não;2018-12-06;2022-12-02;48;"";20;0;80785,39;288;280,50;0
1513;Isabella;Santos;37;isabella.santos@uol.com.br;Sim;Não;2020-09-26;2022-12-13;26;"";9;0;50892,62;166;306,58;0
1514;Danilo;Luz;35;danilo.luz@terra.com.br;Sim;Não;2020-06-14;2022-12-21;30;"";1;0;59293,33;197;300,98;0
1515;Sophie;Caldeira;22;sophie.caldeira@yahoo.com.br;Sim;Sim;2020-09-28;2022-12-20;27;"";2;0;23596,07;141;167,35;31
1516;Srta.;Ana;39;srta..ana@uol.com.br;Sim;Não;2018-04-13;2022-12-18;57;"";4;0;91362,81;325;281,12;0
1517;João;Gabriel;56;joão.gabriel@yahoo.com.br;Sim;Não;2020-11-08;2022-12-05;25;"";17;0;41341,48;152;271,98;0
1518;Murilo;Porto;48;murilo.porto@terra.com.br;Sim;Não;2019-01-29;2022-12-19;47;"";3;0;89572,48;327;273,92;0
1519;Srta.;Brenda;26;srta..brenda@gmail.com;Sim;Não;2022-11-09;2022-12-21;1;"";1;0;1471,96;9;163,55;0
1520;Emanuelly;Lopes;72;emanuelly.lopes@yahoo.com.br;Sim;Não;2021-10-04;2022-07-25;9;"";150;5;17806,43;65;273,95;0
1521;Eduarda;Farias;53;eduarda.farias@yahoo.com.br;Sim;Não;2020-07-21;2022-12-20;29;"";2;0;52406,48;173;302,93;0
1522;Fernanda;Fogaça;55;fernanda.fogaça@yahoo.com.br;Sim;Não;2020-11-13;2022-12-10;25;"";12;0;49591,21;172;288,32;0
1523;Clarice;Fernandes;29;clarice.fernandes@uol.com.br;Sim;Não;2020-11-22;2022-12-19;25;"";3;0;19644,88;132;148,82;0
1524;Enrico;Neves;55;enrico.neves@hotmail.com;Sim;Não;2022-01-06;2022-12-18;11;"";4;0;20422,17;74;275,98;0
1525;Kaique;Martins;67;kaique.martins@terra.com.br;Sim;Não;2022-04-03;2022-12-17;8;"";5;0;16428,29;59;278,45;0
1526;Cauê;Alves;20;cauê.alves@hotmail.com;Sim;Não;2021-07-14;2022-12-06;17;"";16;0;14758,13;79;186,81;0
1527;Mirella;Paz;60;mirella.paz@terra.com.br;Sim;Não;2021-08-26;2021-12-23;3;"";364;12;7445,67;31;240,18;0
1528;Ana;Luiza;18;ana.luiza@hotmail.com;Sim;Não;2020-12-21;2022-12-16;24;"";6;0;4085,61;75;54,47;0
1529;Antônio;Oliveira;53;antônio.oliveira@gmail.com;Sim;Não;2019-06-09;2022-12-19;42;"";3;0;74989,59;265;282,98;0
1530;Yuri;Rosa;20;yuri.rosa@uol.com.br;Sim;Sim;2019-04-28;2022-12-22;44;"";0;0;39179,15;223;175,69;51
1531;Ryan;Viana;59;ryan.viana@yahoo.com.br;Sim;Não;2019-10-06;2022-12-20;39;"";2;0;75137,56;247;304,20;0
1532;Thiago;Novaes;37;thiago.novaes@gmail.com;Sim;Não;2019-05-20;2022-12-20;43;"";2;0;71334,27;255;279,74;0
1533;Sophie;Santos;74;sophie.santos@terra.com.br;Sim;Não;2019-01-15;2022-12-18;47;"";4;0;69398,33;243;285,59;0
1534;Giovanna;Castro;31;giovanna.castro@hotmail.com;Sim;Não;2021-12-19;2022-12-18;12;"";4;0;18837,50;67;281,16;0
1535;Gustavo;Rosa;26;gustavo.rosa@hotmail.com;Sim;Não;2018-05-11;2022-12-22;56;"";0;0;46371,34;282;164,44;0
1536;Levi;Nascimento;55;levi.nascimento@uol.com.br;Sim;Não;2019-01-05;2022-12-07;47;"";15;0;88118,00;316;278,85;0
1537;Brenda;Ramos;53;brenda.ramos@gmail.com;Sim;Não;2018-07-18;2022-06-20;47;"";185;6;87848,51;305;288,03;0
1538;Daniel;Porto;37;daniel.porto@terra.com.br;Sim;Não;2021-02-03;2022-12-21;22;"";1;0;39833,01;152;262,06;0
1539;Kevin;Rodrigues;21;kevin.rodrigues@terra.com.br;Sim;Sim;2019-05-18;2022-12-18;43;"";4;0;38023,77;227;167,51;71
1540;João;Pedro;66;joão.pedro@terra.com.br;Sim;Não;2022-01-09;2022-12-16;11;"";6;0;19190,53;62;309,52;0
1541;Vitor;Hugo;68;vitor.hugo@terra.com.br;Sim;Não;2020-05-20;2022-12-21;31;"";1;0;58892,60;188;313,26;0
1542;Gabriela;Duarte;75;gabriela.duarte@uol.com.br;Sim;Não;2018-07-19;2022-12-21;53;"";1;0;97553,16;339;287,77;0
1543;Pedro;Aragão;66;pedro.aragão@terra.com.br;Sim;Não;2022-11-23;2022-12-22;0;"";0;0;1223,26;5;244,65;0
1544;Isaac;Jesus;57;isaac.jesus@yahoo.com.br;Sim;Não;2018-02-18;2022-12-04;58;"";18;0;108058,65;368;293,64;0
1545;Carlos;Eduardo;35;carlos.eduardo@uol.com.br;Sim;Não;2020-12-16;2022-12-17;24;"";5;0;38987,85;133;293,14;0
1546;Agatha;Mata;26;agatha.mata@hotmail.com;Sim;Não;2020-09-01;2022-05-12;20;"";224;7;17781,52;112;158,76;0
1547;João;Vitor;25;joão.vitor@yahoo.com.br;Sim;Não;2018-05-10;2022-12-20;56;"";2;0;44427,59;284;156,44;0
1548;Gabriel;Costa;42;gabriel.costa@hotmail.com;Sim;Não;2018-11-01;2022-12-22;50;"";0;0;78301,59;300;261,01;0
1549;Manuela;Ferreira;38;manuela.ferreira@uol.com.br;Sim;Não;2021-09-09;2022-12-18;15;"";4;0;30375,00;106;286,56;0
1550;Lucas;Gabriel;31;lucas.gabriel@yahoo.com.br;Sim;Não;2018-04-03;2022-12-22;57;"";0;0;92429,50;348;265,60;0
1551;Agatha;Porto;65;agatha.porto@terra.com.br;Sim;Não;2022-07-25;2022-12-15;4;"";7;0;8229,36;25;329,17;0
1552;Elisa;Novaes;32;elisa.novaes@yahoo.com.br;Sim;Não;2019-04-16;2022-01-16;33;"";340;11;60182,54;190;316,75;0
1553;Isaac;Conceição;27;isaac.conceição@yahoo.com.br;Sim;Não;2021-01-22;2022-12-22;23;"";0;0;22465,96;126;178,30;0
1554;Anthony;Duarte;32;anthony.duarte@gmail.com;Não;Não;2020-06-24;2022-03-11;20;2022-10-23;226;7;42336,05;141;300,26;0
1555;Danilo;Fogaça;50;danilo.fogaça@hotmail.com;Sim;Não;2018-05-08;2022-12-21;56;"";1;0;106891,47;349;306,28;0
1556;Kevin;Azevedo;26;kevin.azevedo@yahoo.com.br;Sim;Não;2020-04-26;2022-05-11;24;"";225;7;16760,61;100;167,61;0
1557;Ana;Conceição;73;ana.conceição@hotmail.com;Sim;Não;2019-01-27;2022-12-22;47;"";0;0;77432,28;275;281,57;0
1558;Vitor;Costa;20;vitor.costa@terra.com.br;Sim;Não;2021-11-09;2022-06-09;7;"";196;6;6437,45;40;160,94;0
1559;Sofia;Costa;26;sofia.costa@uol.com.br;Sim;Não;2018-04-26;2022-12-22;56;"";0;0;49295,37;294;167,67;0
1560;Juan;Teixeira;32;juan.teixeira@yahoo.com.br;Sim;Não;2020-05-25;2022-12-20;31;"";2;0;59919,18;205;292,29;0
1561;Daniel;Barros;42;daniel.barros@yahoo.com.br;Sim;Não;2018-03-21;2022-02-14;47;"";311;10;86444,37;310;278,85;0
1562;Fernando;Moreira;45;fernando.moreira@yahoo.com.br;Não;Não;2020-01-06;2021-11-27;23;2022-11-24;362;12;48183,95;155;310,86;0
1563;Rafael;Farias;69;rafael.farias@terra.com.br;Sim;Não;2021-09-22;2022-12-21;15;"";1;0;24668,59;85;290,22;0
1564;Ian;Cavalcanti;56;ian.cavalcanti@gmail.com;Sim;Não;2019-03-17;2022-12-20;45;"";2;0;80082,28;271;295,51;0
1565;Ana;Júlia;48;ana.júlia@terra.com.br;Sim;Não;2019-01-05;2022-11-26;47;"";26;0;67264,08;246;273,43;0
1566;Milena;Freitas;60;milena.freitas@gmail.com;Sim;Não;2021-12-28;2022-12-14;11;"";8;0;20326,43;72;282,31;0
1567;Renan;Viana;63;renan.viana@terra.com.br;Sim;Não;2020-02-28;2022-12-21;34;"";1;0;59623,27;207;288,04;0
1568;Igor;Gomes;63;igor.gomes@terra.com.br;Sim;Não;2019-07-10;2022-12-15;41;"";7;0;76294,05;270;282,57;0
1569;Yago;Costa;51;yago.costa@hotmail.com;Sim;Não;2020-02-15;2022-12-16;34;"";6;0;48620,60;174;279,43;0
1570;Nathan;Cavalcanti;29;nathan.cavalcanti@hotmail.com;Sim;Não;2021-06-21;2022-06-29;12;"";176;5;11838,21;70;169,12;0
1571;Mirella;Mendes;25;mirella.mendes@gmail.com;Sim;Sim;2018-08-07;2021-12-29;41;"";358;11;32799,09;187;175,40;56
1572;Vitória;Santos;50;vitória.santos@hotmail.com;Sim;Não;2022-06-08;2022-12-12;6;"";10;0;10960,89;32;342,53;0
1573;Daniel;Cavalcanti;46;daniel.cavalcanti@uol.com.br;Sim;Não;2021-12-30;2022-12-18;11;"";4;0;23088,46;77;299,85;0
1574;Lorenzo;Luz;69;lorenzo.luz@uol.com.br;Sim;Não;2018-07-11;2022-12-17;54;"";5;0;99164,06;324;306,06;0
1575;Enzo;Cardoso;36;enzo.cardoso@hotmail.com;Sim;Não;2022-07-13;2022-12-22;5;"";0;0;11730,54;35;335,16;0
1576;Lucca;Cardoso;22;lucca.cardoso@uol.com.br;Sim;Sim;2019-12-11;2022-12-17;36;"";5;0;29650,31;181;163,81;57
1577;Lucas;Peixoto;49;lucas.peixoto@yahoo.com.br;Sim;Não;2021-02-09;2022-12-17;22;"";5;0;43541,10;148;294,20;0
1578;Ana;Sophia;35;ana.sophia@yahoo.com.br;Sim;Não;2022-10-25;2022-12-22;1;"";0;0;3624,50;17;213,21;0
1579;Bianca;Dias;43;bianca.dias@terra.com.br;Sim;Não;2020-09-28;2022-12-21;27;"";1;0;46209,89;165;280,06;0
1580;Eduardo;Porto;57;eduardo.porto@terra.com.br;Sim;Não;2019-11-21;2022-12-22;37;"";0;0;66572,15;236;282,09;0
1581;Isabelly;Cunha;68;isabelly.cunha@yahoo.com.br;Sim;Não;2018-01-28;2022-12-21;59;"";1;0;106309,76;383;277,57;0
1582;Caroline;Correia;36;caroline.correia@uol.com.br;Sim;Não;2020-04-16;2022-12-12;32;"";10;0;56667,86;195;290,60;0
1583;Mariana;Fernandes;40;mariana.fernandes@hotmail.com;Sim;Não;2021-01-20;2022-12-16;23;"";6;0;35079,49;136;257,94;0
1584;Ana;Costa;52;ana.costa@terra.com.br;Sim;Não;2021-02-01;2022-12-19;22;"";3;0;37906,09;141;268,84;0
1585;Thiago;Silva;25;thiago.silva@uol.com.br;Sim;Não;2022-09-25;2022-12-20;2;"";2;0;3453,18;18;191,84;0
1586;Maitê;Rocha;23;maitê.rocha@gmail.com;Sim;Sim;2021-05-04;2022-04-24;11;"";242;8;7313,06;48;152,36;25
1587;Luiz;Otávio;25;luiz.otávio@uol.com.br;Sim;Não;2018-06-13;2022-12-22;55;"";0;0;48737,14;270;180,51;0
1588;Benício;Correia;37;benício.correia@uol.com.br;Sim;Não;2018-10-02;2022-12-15;51;"";7;0;96649,54;329;293,77;0
1589;Luana;Paz;33;luana.paz@gmail.com;Sim;Não;2020-03-18;2022-12-16;33;"";6;0;66206,40;216;306,51;0
1590;Evelyn;Luz;31;evelyn.luz@yahoo.com.br;Sim;Não;2018-09-02;2022-12-11;52;"";11;0;87105,91;291;299,33;0
1591;Lucca;Costa;39;lucca.costa@gmail.com;Sim;Não;2021-02-01;2022-01-19;11;"";337;11;25325,83;78;324,69;0
1592;Thomas;Pereira;37;thomas.pereira@terra.com.br;Sim;Não;2020-05-07;2022-12-22;31;"";0;0;61027,47;212;287,87;0
1593;Alícia;Pinto;67;alícia.pinto@uol.com.br;Sim;Não;2020-08-19;2022-12-21;28;"";1;0;47279,99;177;267,12;0
1594;Carolina;Costa;37;carolina.costa@gmail.com;Sim;Não;2019-11-01;2022-12-17;38;"";5;0;70761,35;228;310,36;0
1595;Luiz;Miguel;53;luiz.miguel@hotmail.com;Sim;Não;2021-07-08;2022-03-25;8;"";272;9;13448,81;60;224,15;0
1596;Maria;Fernanda;33;maria.fernanda@yahoo.com.br;Sim;Não;2021-08-11;2022-12-21;16;"";1;0;29345,31;98;299,44;0
1597;Cauã;Carvalho;42;cauã.carvalho@yahoo.com.br;Sim;Não;2018-11-15;2022-12-18;49;"";4;0;74035,59;270;274,21;0
1598;Maria;Luiza;25;maria.luiza@terra.com.br;Sim;Não;2018-09-14;2022-12-16;51;"";6;0;39210,56;219;179,04;0
1599;Luigi;Vieira;56;luigi.vieira@uol.com.br;Sim;Sim;2018-02-24;2022-02-19;48;"";306;10;84127,12;289;291,10;54
1600;Paulo;Jesus;63;paulo.jesus@uol.com.br;Sim;Não;2020-12-02;2022-06-01;18;"";204;6;32826,42;111;295,73;0
1601;Bianca;Silva;48;bianca.silva@terra.com.br;Sim;Não;2022-02-09;2022-12-19;10;"";3;0;16286,00;60;271,43;0
1602;Clara;Campos;19;clara.campos@uol.com.br;Sim;Sim;2018-09-09;2022-12-21;52;"";1;0;8792,29;158;55,65;87
1603;Luiz;Miguel;48;luiz.miguel@gmail.com;Sim;Não;2020-05-26;2022-02-25;21;"";300;10;35558,14;137;259,55;0
1604;Maria;Eduarda;33;maria.eduarda@uol.com.br;Sim;Não;2021-02-03;2022-12-17;22;"";5;0;39567,36;135;293,09;0
1605;Pietro;Correia;51;pietro.correia@yahoo.com.br;Sim;Sim;2019-02-01;2022-12-22;47;"";0;0;78913,98;283;278,85;9
1606;Cecília;Pereira;40;cecília.pereira@terra.com.br;Sim;Não;2019-12-04;2022-12-16;36;"";6;0;59843,74;204;293,35;0
1607;Arthur;Pires;65;arthur.pires@uol.com.br;Sim;Não;2018-01-31;2022-11-28;58;"";24;0;109815,11;405;271,15;0
1609;Arthur;Farias;40;arthur.farias@hotmail.com;Sim;Não;2019-10-11;2022-12-20;38;"";2;0;65879,47;236;279,15;0
1610;Ana;Luiza;74;ana.luiza@terra.com.br;Sim;Não;2020-09-24;2022-12-17;27;"";5;0;52473,61;197;266,36;0
1611;Maria;Eduarda;30;maria.eduarda@gmail.com;Sim;Não;2019-01-02;2022-12-20;48;"";2;0;80298,76;290;276,89;0
1612;Breno;Mendes;45;breno.mendes@uol.com.br;Sim;Não;2019-10-17;2022-12-20;38;"";2;0;70083,07;248;282,59;0
1613;Rebeca;Alves;65;rebeca.alves@uol.com.br;Sim;Não;2022-12-21;2022-12-22;0;"";0;0;446,02;2;223,01;0
1615;Diogo;Oliveira;37;diogo.oliveira@gmail.com;Sim;Não;2022-10-30;2022-12-20;1;"";2;0;2362,91;10;236,29;0
1616;Melissa;Viana;33;melissa.viana@terra.com.br;Sim;Não;2022-09-13;2022-12-22;3;"";0;0;4051,25;21;192,92;0
1617;Valentina;Barros;24;valentina.barros@gmail.com;Sim;Não;2020-05-04;2022-12-12;31;"";10;0;27551,92;161;171,13;0
1618;Cauê;Ferreira;47;cauê.ferreira@uol.com.br;Sim;Não;2018-04-08;2022-11-15;56;"";37;1;89670,46;319;281,10;0
1619;Srta.;Maysa;56;srta..maysa@uol.com.br;Sim;Não;2018-06-22;2022-12-11;54;"";11;0;94564,43;337;280,61;0
1620;Cauê;Novaes;43;cauê.novaes@gmail.com;Sim;Não;2022-06-23;2022-12-21;6;"";1;0;8862,98;30;295,43;0
1621;Alícia;Campos;35;alícia.campos@terra.com.br;Sim;Não;2018-11-23;2022-11-10;48;"";42;1;74329,68;252;294,96;0
1622;Alícia;Fernandes;29;alícia.fernandes@hotmail.com;Sim;Não;2021-07-06;2022-12-16;17;"";6;0;16633,21;96;173,26;0
1623;Luna;Cardoso;50;luna.cardoso@hotmail.com;Sim;Não;2019-12-03;2022-12-22;37;"";0;0;72739,18;248;293,30;0
